selected_skills_count,total_questions,total_correct,accuracy_pct,avg_time_sec,overall_score,math_score,logic_score,aptitude_score,problem_score,target_score
4,20,11,55.0,33.46,56.75,89.0,52.0,60.2,61.45,58.4
4,20,12,60.0,34.66,60.75,75.0,60.2,58.8,67.6,61.6
4,20,11,55.0,42.47,54.5,30.0,61.6,57.8,58.8,56.6
4,20,9,45.0,45.85,47.0,54.0,38.8,38.3,55.35,47.6
4,20,14,70.0,36.4,68.0,66.0,67.4,64.8,74.45,70.0
4,20,12,60.0,33.01,57.75,37.0,69.2,70.9,61.3,59.2
4,20,9,45.0,46.75,45.0,30.0,74.2,68.4,39.15,46.0
4,20,16,80.0,30.44,81.25,80.0,97.6,81.9,89.35,83.0
4,20,12,60.0,40.79,58.25,31.0,66.0,51.9,70.5,59.6
4,20,15,75.0,36.48,74.5,70.0,87.2,79.5,74.25,75.2
4,20,12,60.0,41.01,57.75,46.0,67.8,82.0,45.75,59.2
4,20,16,80.0,31.34,79.25,86.0,82.4,92.5,73.35,79.0
4,20,11,55.0,36.58,56.5,49.0,49.0,58.0,59.5,58.2
4,20,12,60.0,32.79,58.25,61.0,60.8,68.9,60.4,59.6
4,20,17,85.0,31.64,85.25,100.0,86.4,92.5,79.25,86.2
4,20,16,80.0,34.67,78.5,61.0,97.0,83.9,80.05,78.4
4,20,11,55.0,33.91,55.75,13.0,57.6,58.9,65.4,57.6
4,20,12,60.0,39.55,61.0,51.0,68.4,78.0,53.95,61.8
4,20,16,80.0,31.9,78.0,99.0,61.2,60.5,90.4,78.0
4,20,11,55.0,44.91,55.75,51.0,69.4,70.1,48.35,57.6
4,20,14,70.0,34.94,71.25,37.0,90.0,78.3,76.2,72.6
4,20,11,55.0,45.7,54.0,30.0,55.2,77.3,36.75,56.2
4,20,13,65.0,40.3,66.0,30.0,67.2,74.2,61.2,68.4
4,20,14,70.0,28.62,67.5,63.0,78.8,81.2,69.95,69.6
4,20,13,65.0,40.08,66.5,28.0,86.8,82.8,60.7,68.8
4,20,15,75.0,32.8,76.0,70.0,79.4,84.6,74.35,76.4
4,20,11,55.0,34.59,54.25,45.0,37.4,44.8,67.4,56.4
4,20,10,50.0,35.38,52.5,43.0,49.0,44.8,68.0,55.0
4,20,12,60.0,39.44,61.25,80.0,71.2,67.5,62.35,62.0
4,20,6,30.0,52.71,31.75,29.0,29.4,21.8,43.1,32.4
4,20,13,65.0,37.97,64.5,50.0,58.2,62.1,69.2,67.2
4,20,11,55.0,37.36,54.75,50.0,58.2,64.0,54.55,56.8
4,20,13,65.0,40.75,65.0,83.0,53.0,48.2,74.3,67.6
4,20,12,60.0,41.12,57.5,37.0,72.2,55.6,67.9,59.0
4,20,14,70.0,27.39,70.25,52.0,63.4,66.2,82.25,71.8
4,20,10,50.0,36.95,49.0,36.0,57.2,68.0,46.7,49.2
4,20,11,55.0,43.26,52.75,50.0,63.0,51.2,60.95,55.2
4,20,13,65.0,33.42,63.5,69.0,61.4,56.2,74.5,66.4
4,20,9,45.0,46.52,45.5,29.0,52.6,63.4,37.9,46.4
4,20,16,80.0,26.23,79.5,57.0,80.2,75.1,90.05,79.2
4,20,14,70.0,35.72,69.5,68.0,66.2,77.1,66.6,71.2
4,20,12,60.0,35.45,59.0,35.0,76.4,72.7,59.9,60.2
4,20,17,85.0,28.19,86.25,84.0,98.2,87.1,93.0,87.0
4,20,13,65.0,40.97,64.5,52.0,49.8,55.9,67.7,67.2
4,20,11,55.0,43.26,52.75,14.0,67.0,81.1,39.7,55.2
4,20,14,70.0,30.39,70.25,94.0,64.4,67.3,76.05,71.8
4,20,10,50.0,38.71,51.75,32.0,55.4,64.5,49.4,54.4
4,20,13,65.0,31.96,66.75,53.0,78.0,82.2,64.15,69.0
4,20,15,75.0,26.04,73.25,47.0,95.6,87.1,79.5,74.2
4,20,15,75.0,33.48,74.5,62.0,82.2,86.5,71.6,75.2
4,20,10,50.0,43.71,51.75,43.0,40.6,53.6,51.5,54.4
4,20,9,45.0,49.41,45.75,29.0,48.0,57.8,37.45,46.6
4,20,10,50.0,44.95,49.0,60.0,38.6,58.6,42.05,49.2
4,20,11,55.0,43.15,53.0,34.0,73.4,67.2,52.15,55.4
4,20,9,45.0,42.09,44.25,41.0,49.0,35.5,58.65,45.4
4,20,11,55.0,34.7,54.0,70.0,51.8,44.9,70.0,56.2
4,20,12,60.0,43.79,58.25,57.0,47.0,32.0,76.0,59.6
4,20,13,65.0,30.65,63.0,49.0,65.6,88.2,54.25,66.0
4,20,15,75.0,36.81,73.75,45.0,92.6,86.3,70.15,74.6
4,20,13,65.0,28.96,66.75,47.0,63.4,61.8,80.5,69.0
4,20,10,50.0,48.17,48.5,15.0,64.6,62.2,43.4,48.8
4,20,12,60.0,31.1,62.0,59.0,63.4,57.6,76.0,62.6
4,20,15,75.0,32.91,75.75,87.0,77.2,86.8,70.95,76.2
4,20,15,75.0,36.14,75.25,58.0,83.0,76.1,77.4,75.8
4,20,14,70.0,39.06,68.75,54.0,76.6,86.2,57.65,70.6
4,20,9,45.0,46.64,45.25,22.0,50.0,44.2,52.3,46.2
4,20,14,70.0,30.72,69.5,48.0,66.4,80.4,66.8,71.2
4,20,17,85.0,31.07,86.5,64.0,99.4,94.2,84.85,87.2
4,20,13,65.0,33.76,62.75,38.0,74.6,66.6,69.95,65.8
4,20,10,50.0,45.4,48.0,24.0,56.8,57.1,48.15,48.4
4,20,10,50.0,43.94,51.25,31.0,67.4,58.6,54.7,54.0
4,20,11,55.0,35.26,52.75,49.0,65.8,69.8,53.0,55.2
4,20,14,70.0,26.71,71.75,61.0,70.4,98.3,60.7,73.0
4,20,16,80.0,31.56,78.75,87.0,90.8,75.1,88.7,78.6
4,20,16,80.0,21.88,82.5,61.0,96.8,93.1,88.9,84.0
4,20,11,55.0,36.91,55.75,45.0,70.4,75.4,50.65,57.6
4,20,13,65.0,37.41,65.75,67.0,55.6,52.8,77.15,68.2
4,20,14,70.0,35.61,69.75,37.0,73.4,88.1,61.45,71.4
4,20,12,60.0,40.45,59.0,50.0,51.2,71.8,51.0,60.2
4,20,10,50.0,47.27,50.5,48.0,37.2,37.0,57.6,53.4
4,20,11,55.0,36.69,56.25,42.0,55.4,60.1,59.5,58.0
4,20,12,60.0,32.9,58.0,50.0,63.4,77.6,54.25,59.4
4,20,12,60.0,35.45,59.0,27.0,64.2,56.2,69.9,60.2
4,20,12,60.0,42.55,61.0,43.0,53.0,72.4,50.4,61.8
4,20,11,55.0,42.14,55.25,26.0,77.0,76.4,49.65,57.2
4,20,11,55.0,46.26,52.75,18.0,66.0,76.4,39.0,55.2
4,20,14,70.0,38.95,69.0,74.0,66.8,54.7,79.55,70.8
4,20,14,70.0,36.62,67.5,48.0,63.0,79.7,61.3,69.6
4,20,12,60.0,33.88,62.5,37.0,75.0,83.3,56.45,65.6
4,20,11,55.0,43.04,53.25,26.0,71.0,81.9,40.5,55.6
4,20,13,65.0,31.96,66.75,83.0,56.8,56.8,77.25,69.0
4,20,11,55.0,42.92,53.5,13.0,77.6,82.0,43.15,55.8
4,20,14,70.0,35.61,69.75,60.0,82.4,73.6,74.6,71.4
4,20,15,75.0,36.36,74.75,43.0,86.0,83.7,72.0,75.4
4,20,12,60.0,39.33,61.5,22.0,66.8,78.3,55.15,62.2
4,20,15,75.0,36.36,74.75,38.0,83.6,85.3,70.25,75.4
4,20,15,75.0,33.81,73.75,51.0,89.6,91.0,69.35,74.6
4,20,11,55.0,41.91,55.75,20.0,86.0,81.4,49.2,57.6
4,20,10,50.0,39.61,49.75,15.0,53.4,75.5,37.65,49.8
4,20,14,70.0,28.62,67.5,69.0,74.2,87.1,63.75,69.6
4,20,14,70.0,38.72,69.5,75.0,70.0,50.9,84.2,71.2
4,20,15,75.0,24.46,76.75,98.0,72.6,68.6,91.25,77.0
4,20,17,85.0,20.64,85.25,77.0,93.6,94.0,90.95,86.2
4,20,17,85.0,29.31,83.75,64.0,88.4,100.0,76.9,85.0
4,20,15,75.0,36.92,73.5,68.0,85.0,79.7,72.0,74.4
4,20,8,40.0,48.44,41.25,17.0,44.2,41.0,47.2,43.0
4,20,10,50.0,46.38,52.5,20.0,68.2,57.7,54.0,55.0
4,20,15,75.0,34.26,72.75,60.0,76.2,75.9,75.7,73.8
4,20,8,40.0,50.99,42.25,19.0,45.8,48.9,38.85,43.8
4,20,10,50.0,47.61,49.75,32.0,64.4,64.7,42.65,49.8
4,20,9,45.0,47.09,44.25,38.0,40.8,63.8,32.0,45.4
4,20,13,65.0,29.52,65.5,53.0,83.8,75.5,73.15,68.0
4,20,7,35.0,51.59,34.25,10.0,48.2,55.5,26.2,34.4
4,20,10,50.0,44.05,51.0,21.0,61.0,66.1,46.95,53.8
4,20,12,60.0,40.22,59.5,34.0,68.2,75.5,54.2,60.6
4,20,14,70.0,26.71,71.75,85.0,68.2,63.0,87.2,73.0
4,20,12,60.0,39.89,60.25,38.0,62.8,66.5,60.85,61.2
4,20,12,60.0,30.88,62.5,35.0,78.2,71.3,70.95,65.6
4,20,10,50.0,38.38,52.5,62.0,72.2,67.6,51.65,55.0
4,20,12,60.0,31.77,60.5,45.0,60.4,75.0,59.55,61.4
4,20,12,60.0,30.99,62.25,54.0,78.6,75.2,66.85,62.8
4,20,13,65.0,28.85,67.0,57.0,77.4,70.7,77.35,69.2
4,20,14,70.0,34.71,71.75,76.0,74.4,70.4,77.4,73.0
4,20,12,60.0,42.77,60.5,45.0,57.0,64.8,56.7,61.4
4,20,14,70.0,37.49,72.25,82.0,63.2,62.3,77.25,73.4
4,20,9,45.0,48.74,47.25,74.0,34.2,28.4,57.55,47.8
4,20,11,55.0,46.15,53.0,19.0,71.8,83.1,35.65,55.4
4,20,13,65.0,37.08,66.5,24.0,86.2,73.4,72.15,68.8
4,20,16,80.0,34.11,79.75,71.0,72.6,76.9,80.35,79.4
4,20,17,85.0,20.98,84.5,94.0,95.2,86.8,95.3,85.6
4,20,14,70.0,29.49,72.25,63.0,81.0,87.8,68.7,73.4
4,20,12,60.0,40.9,58.0,26.0,67.6,65.5,59.95,59.4
4,20,12,60.0,40.79,58.25,0.0,70.0,88.8,43.5,59.6
4,20,10,50.0,47.61,49.75,11.0,65.2,56.8,49.95,49.8
4,20,12,60.0,44.01,57.75,47.0,55.8,48.2,65.2,59.2
4,20,13,65.0,41.42,63.5,49.0,66.4,79.7,52.0,66.4
4,20,13,65.0,37.3,66.0,57.0,77.4,57.6,80.2,68.4
4,20,11,55.0,45.7,54.0,25.0,64.4,73.6,42.45,56.2
4,20,13,65.0,37.97,64.5,89.0,58.6,56.9,71.95,67.2
4,20,10,50.0,47.05,51.0,53.0,52.0,42.0,58.35,53.8
4,20,15,75.0,28.92,73.5,48.0,86.6,82.8,76.75,74.4
4,20,11,55.0,42.7,54.0,25.0,61.4,51.2,63.4,56.2
4,20,14,70.0,35.95,69.0,84.0,58.8,64.5,73.15,70.8
4,20,10,50.0,44.84,49.25,52.0,58.2,46.6,57.75,49.4
4,20,11,55.0,34.47,54.5,30.0,54.8,73.1,50.75,56.6
4,20,9,45.0,45.74,47.25,32.0,58.4,64.5,41.25,47.8
4,20,14,70.0,26.38,72.5,79.0,64.8,75.9,77.4,73.6
4,20,17,85.0,24.76,82.75,85.0,84.6,92.8,81.2,84.2
4,20,13,65.0,37.3,66.0,58.0,80.6,80.4,62.95,68.4
4,20,16,80.0,35.01,77.75,88.0,76.0,72.8,80.8,77.8
4,20,10,50.0,48.17,48.5,35.0,57.8,51.1,49.55,48.8
4,20,14,70.0,37.6,72.0,48.0,89.2,90.1,63.35,73.2
4,20,15,75.0,26.04,73.25,23.0,95.6,94.3,74.7,74.2
4,20,8,40.0,41.56,38.75,23.0,40.2,42.6,46.7,41.0
4,20,9,45.0,41.3,46.0,15.0,54.6,71.8,35.1,46.8
4,20,10,50.0,36.16,50.75,58.0,40.8,45.2,62.1,53.6
4,20,13,65.0,37.52,65.5,33.0,66.6,82.5,57.55,68.0
4,20,13,65.0,30.42,63.5,76.0,49.6,53.6,77.0,66.4
4,20,16,80.0,34.0,80.0,66.0,89.4,93.3,72.6,82.0
4,20,17,85.0,29.65,83.0,94.0,75.8,86.8,81.55,84.4
4,20,14,70.0,34.82,71.5,46.0,94.6,78.4,77.45,72.8
4,20,16,80.0,34.56,78.75,69.0,86.4,77.0,82.65,78.6
4,20,12,60.0,42.1,62.0,15.0,87.4,71.5,63.35,62.6
4,20,11,55.0,33.46,56.75,30.0,66.0,89.5,44.35,58.4
4,20,15,75.0,25.36,74.75,76.0,80.0,91.9,72.55,75.4
4,20,14,70.0,35.05,71.0,57.0,80.8,89.1,63.9,72.4
4,20,17,85.0,20.98,84.5,99.0,82.2,75.5,100.0,85.6
4,20,10,50.0,35.83,51.5,61.0,29.0,36.2,67.0,54.2
4,20,14,70.0,39.06,68.75,83.0,48.8,38.0,87.05,70.6
4,20,10,50.0,45.17,48.5,60.0,45.0,48.1,51.4,48.8
4,20,10,50.0,35.49,52.25,44.0,55.8,62.9,55.1,54.8
4,20,12,60.0,39.66,60.75,69.0,71.2,65.1,63.9,61.6
4,20,13,65.0,29.41,65.75,48.0,59.8,74.9,67.5,68.2
4,20,13,65.0,32.19,66.25,47.0,70.0,63.9,75.9,68.6
4,20,12,60.0,35.56,58.75,45.0,72.6,78.2,53.7,60.0
4,20,15,75.0,33.7,74.0,74.0,74.2,81.5,72.1,74.8
4,20,16,80.0,22.89,80.25,94.0,64.8,75.6,89.1,82.2
4,20,14,70.0,38.16,70.75,56.0,77.6,94.9,54.05,72.2
4,20,11,55.0,44.35,57.0,33.0,54.6,66.0,50.1,58.6
4,20,13,65.0,40.75,65.0,49.0,73.6,59.1,72.7,67.6
4,20,13,65.0,41.54,63.25,12.0,74.0,84.8,51.1,66.2
4,20,13,65.0,30.31,63.75,34.0,73.2,86.2,59.7,66.6
4,20,14,70.0,35.95,69.0,74.0,59.6,63.5,74.55,70.8
4,20,11,55.0,42.81,53.75,31.0,61.4,64.4,52.3,56.0
4,20,13,65.0,38.42,63.5,50.0,71.4,71.4,63.95,66.4
4,20,11,55.0,42.81,53.75,43.0,71.0,57.0,60.4,56.0
4,20,15,75.0,36.92,73.5,96.0,70.8,60.7,82.05,74.4
4,20,12,60.0,43.56,58.75,26.0,62.0,79.1,44.75,60.0
4,20,12,60.0,30.99,62.25,61.0,59.4,63.7,70.35,62.8
4,20,14,70.0,35.84,69.25,16.0,95.6,91.6,64.9,71.0
4,20,16,80.0,33.77,80.5,66.0,87.0,78.7,84.3,82.4
4,20,10,50.0,47.84,49.25,15.0,61.8,49.9,53.55,49.4
4,20,13,65.0,33.31,63.75,90.0,52.8,60.9,67.95,66.6
4,20,15,75.0,24.24,77.25,29.0,92.4,96.3,78.2,77.4
4,20,10,50.0,35.6,52.0,41.0,61.6,83.8,39.85,54.6
4,20,17,85.0,24.31,83.75,57.0,93.2,98.5,81.7,85.0
4,20,12,60.0,31.1,62.0,30.0,73.2,81.9,60.55,62.6
4,20,14,70.0,34.38,72.5,86.0,71.2,75.8,73.0,73.6
4,20,15,75.0,24.8,76.0,62.0,71.8,82.5,80.2,76.4
4,20,11,55.0,44.46,56.75,49.0,60.8,50.3,63.3,58.4
4,20,13,65.0,32.41,65.75,52.0,71.6,81.0,61.8,68.2
4,20,13,65.0,41.42,63.5,56.0,62.2,54.4,70.65,66.4
4,20,14,70.0,28.51,67.75,55.0,62.4,86.0,62.25,69.8
4,20,13,65.0,38.2,64.0,56.0,56.4,67.0,63.8,66.8
4,20,12,60.0,35.45,59.0,98.0,48.6,41.5,74.5,60.2
4,20,11,55.0,44.58,56.5,57.0,51.2,59.9,52.3,58.2
4,20,12,60.0,40.45,59.0,24.0,76.0,74.6,56.7,60.2
4,20,9,45.0,46.19,46.25,40.0,43.2,55.3,42.45,47.0
4,20,16,80.0,26.0,80.0,79.0,90.0,84.7,85.1,82.0
4,20,13,65.0,38.2,64.0,37.0,75.4,81.4,58.4,66.8
4,20,12,60.0,43.9,58.0,53.0,72.6,57.9,62.35,59.4
4,20,17,85.0,28.3,86.0,100.0,86.2,79.1,95.0,86.8
4,20,14,70.0,28.17,68.5,73.0,79.6,75.4,75.95,70.4
4,20,10,50.0,45.62,47.5,36.0,75.8,66.7,44.6,48.0
4,20,13,65.0,37.52,65.5,51.0,58.8,77.0,59.05,68.0
4,20,11,55.0,46.26,52.75,37.0,56.8,58.9,49.6,55.2
4,20,18,90.0,20.82,91.5,93.0,88.0,85.6,100.0,91.2
4,20,12,60.0,40.11,59.75,40.0,67.6,48.1,75.95,60.8
4,20,10,50.0,44.16,50.75,19.0,44.6,58.3,48.25,53.6
4,20,13,65.0,32.08,66.5,29.0,88.0,90.1,61.2,68.8
4,20,14,70.0,39.51,67.75,48.0,75.4,91.1,52.1,69.8
4,20,15,75.0,28.59,74.25,73.0,56.2,48.0,96.1,75.0
4,20,14,70.0,38.61,69.75,46.0,81.4,67.5,75.7,71.4
4,20,13,65.0,32.08,66.5,58.0,65.8,64.9,73.9,68.8
4,20,14,70.0,35.05,71.0,55.0,75.0,74.5,73.95,72.4
4,20,15,75.0,24.57,76.5,59.0,84.8,81.9,85.2,76.8
4,20,14,70.0,34.6,72.0,21.0,87.8,91.6,66.8,73.2
4,20,14,70.0,39.4,68.0,94.0,43.6,73.4,55.9,70.0
4,20,11,55.0,44.8,56.0,21.0,75.8,66.1,54.85,57.8
4,20,13,65.0,28.96,66.75,76.0,77.4,61.3,83.7,69.0
4,20,14,70.0,36.51,67.75,69.0,63.8,57.8,78.5,69.8
4,20,13,65.0,37.97,64.5,29.0,74.8,80.6,59.95,67.2
4,20,9,45.0,40.96,46.75,45.0,55.0,58.3,45.95,47.4
4,20,16,80.0,31.34,79.25,34.0,94.0,99.4,73.1,79.0
4,20,13,65.0,38.54,63.25,12.0,96.8,84.7,61.55,66.2
4,20,12,60.0,42.44,61.25,80.0,59.4,61.9,59.5,62.0
4,20,13,65.0,37.75,65.0,78.0,67.8,52.2,79.45,67.6
4,20,13,65.0,29.52,65.5,52.0,67.8,72.5,71.1,68.0
4,20,14,70.0,34.82,71.5,29.0,93.6,91.9,67.1,72.8
4,20,11,55.0,42.7,54.0,35.0,70.0,80.0,42.55,56.2
4,20,14,70.0,30.16,70.75,77.0,77.6,88.6,64.25,72.2
4,20,14,70.0,31.29,68.25,49.0,73.0,74.5,71.35,70.2
4,20,10,50.0,48.51,47.75,35.0,52.0,65.6,35.25,48.2
4,20,14,70.0,28.51,67.75,19.0,76.6,85.3,68.15,69.8
4,20,13,65.0,30.54,63.25,54.0,78.2,64.8,76.55,66.2
4,20,11,55.0,33.46,56.75,28.0,53.4,69.8,56.55,58.4
4,20,10,50.0,44.5,50.0,63.0,44.4,62.2,42.25,53.0
4,20,17,85.0,20.64,85.25,100.0,86.0,92.8,88.9,86.2
4,20,12,60.0,40.56,58.75,10.0,83.6,84.7,50.95,60.0
4,20,13,65.0,36.74,67.25,100.0,60.6,58.8,74.85,69.4
4,20,14,70.0,27.72,69.5,92.0,78.6,79.3,73.4,71.2
4,20,16,80.0,22.89,80.25,85.0,77.8,74.5,93.95,82.2
4,20,14,70.0,38.72,69.5,67.0,67.6,80.6,60.25,71.2
4,20,15,75.0,28.92,73.5,72.0,66.8,70.9,79.75,74.4
4,20,18,90.0,21.05,91.0,90.0,89.8,85.4,100.0,90.8
4,20,11,55.0,42.81,53.75,0.0,78.6,82.9,43.6,56.0
4,20,12,60.0,33.12,57.5,70.0,49.4,45.8,74.05,59.0
4,20,10,50.0,48.62,47.5,50.0,42.2,45.2,47.75,48.0
4,20,9,45.0,50.2,44.0,42.0,45.0,36.2,50.55,45.2
4,20,8,40.0,53.01,37.75,26.0,50.2,53.4,29.25,40.2
4,20,11,55.0,41.46,56.75,36.0,58.8,84.6,40.0,58.4
4,20,12,60.0,41.88,62.5,28.0,71.6,80.9,51.75,65.6
4,20,10,50.0,45.17,48.5,18.0,54.8,55.9,49.55,48.8
4,20,13,65.0,39.85,67.0,49.0,81.8,78.3,62.85,69.2
4,20,14,70.0,26.94,71.25,62.0,70.0,89.2,67.0,72.6
4,20,13,65.0,29.86,64.75,49.0,77.2,78.2,68.15,67.4
4,20,10,50.0,43.38,52.5,23.0,71.0,73.4,46.2,55.0
4,20,17,85.0,32.31,83.75,98.0,91.2,87.7,82.15,85.0
4,20,13,65.0,41.31,63.75,32.0,83.0,87.1,51.8,66.6
4,20,14,70.0,36.29,68.25,82.0,55.0,59.4,75.05,70.2
4,20,13,65.0,30.31,63.75,52.0,50.6,62.9,71.2,66.6
4,20,8,40.0,47.99,42.25,38.0,36.6,58.6,31.85,43.8
4,20,12,60.0,32.67,58.5,42.0,65.0,76.0,57.05,59.8
4,20,12,60.0,32.0,60.0,49.0,62.4,49.6,79.35,61.0
4,20,8,40.0,47.99,42.25,16.0,49.8,41.7,49.8,43.8
4,20,12,60.0,38.99,62.25,42.0,74.4,57.3,74.35,62.8
4,20,17,85.0,29.42,83.5,68.0,95.2,91.7,84.85,84.8
4,20,11,55.0,42.25,55.0,29.0,55.2,70.3,47.9,57.0
4,20,12,60.0,41.99,62.25,82.0,51.2,55.9,63.45,62.8
4,20,13,65.0,29.86,64.75,64.0,66.8,93.4,52.6,67.4
4,20,12,60.0,39.77,60.5,16.0,94.2,74.5,64.5,61.4
4,20,15,75.0,32.8,76.0,86.0,64.6,79.0,74.05,76.4
4,20,12,60.0,32.45,59.0,19.0,64.6,63.4,68.6,60.2
4,20,12,60.0,40.0,60.0,54.0,66.2,69.9,58.1,61.0
4,20,12,60.0,31.66,60.75,45.0,52.6,68.4,63.0,61.6
4,20,9,45.0,46.86,44.75,19.0,36.0,66.9,29.7,45.8
4,20,11,55.0,35.04,53.25,48.0,69.6,70.4,54.4,55.6
4,20,11,55.0,36.35,57.0,9.0,70.8,97.6,36.45,58.6
4,20,10,50.0,45.06,48.75,20.0,52.4,62.5,43.95,49.0
4,20,13,65.0,38.09,64.25,59.0,68.2,56.7,75.55,67.0
4,20,16,80.0,22.1,82.0,40.0,97.6,98.2,85.1,83.6
4,20,13,65.0,40.41,65.75,33.0,64.0,72.0,61.55,68.2
4,20,16,80.0,31.0,80.0,76.0,95.2,86.8,83.0,82.0
4,20,12,60.0,35.67,58.5,53.0,54.4,66.2,57.45,59.8
4,20,10,50.0,47.39,50.25,58.0,59.2,56.3,47.65,53.2
4,20,13,65.0,41.09,64.25,37.0,74.0,78.5,56.7,67.0
4,20,12,60.0,31.33,61.5,70.0,60.0,63.9,68.85,62.2
4,20,13,65.0,33.65,63.0,56.0,57.4,71.0,61.35,66.0
4,20,13,65.0,28.85,67.0,64.0,62.4,51.8,87.9,69.2
4,20,16,80.0,29.88,82.5,74.0,88.8,95.2,78.5,84.0
4,20,12,60.0,39.21,61.75,65.0,67.2,46.7,79.1,62.4
4,20,16,80.0,22.66,80.75,80.0,87.4,81.3,92.2,82.6
4,20,15,75.0,35.35,77.0,92.0,70.6,70.5,79.8,77.2
4,20,14,70.0,27.16,70.75,66.0,89.0,79.1,79.4,72.2
4,20,13,65.0,29.86,64.75,77.0,48.6,53.0,79.1,67.4
4,20,13,65.0,29.75,65.0,51.0,52.8,62.2,74.35,67.6
4,20,15,75.0,35.35,77.0,53.0,79.4,90.9,67.55,77.2
4,20,12,60.0,44.01,57.75,27.0,73.6,91.0,36.95,59.2
4,20,14,70.0,34.6,72.0,57.0,63.8,64.8,80.0,73.2
4,20,15,75.0,33.81,73.75,60.0,76.0,73.0,79.5,74.6
4,20,14,70.0,38.16,70.75,56.0,69.2,72.3,69.65,72.2
4,20,15,75.0,24.35,77.0,61.0,75.8,89.5,77.35,77.2
4,20,15,75.0,33.81,73.75,56.0,73.0,68.8,82.15,74.6
4,20,14,70.0,35.16,70.75,61.0,85.6,84.0,68.75,72.2
4,20,14,70.0,26.6,72.0,59.0,65.4,78.3,75.65,73.2
4,20,14,70.0,31.4,68.0,87.0,78.0,82.0,64.95,70.0
4,20,15,75.0,33.7,74.0,78.0,72.4,82.5,70.65,74.8
4,20,15,75.0,24.69,76.25,64.0,80.8,81.4,83.9,76.6
4,20,14,70.0,38.95,69.0,57.0,59.4,71.3,64.95,70.8
4,20,11,55.0,34.47,54.5,37.0,52.8,60.6,59.85,56.6
4,20,14,70.0,34.38,72.5,58.0,65.4,69.0,77.85,73.6
4,20,14,70.0,26.6,72.0,98.0,65.0,55.0,92.55,73.2
4,20,15,75.0,25.02,75.5,74.0,67.6,68.7,88.75,76.0
4,20,13,65.0,29.97,64.5,40.0,59.6,71.7,68.35,67.2
4,20,14,70.0,28.62,67.5,47.0,59.8,67.1,76.45,69.6
4,20,15,75.0,33.59,74.25,64.0,80.4,74.2,80.4,75.0
4,20,12,60.0,41.88,62.5,27.0,63.2,72.2,56.35,65.6
4,20,13,65.0,37.3,66.0,43.0,60.8,63.2,71.65,68.4
4,20,15,75.0,32.35,77.0,70.0,80.2,71.6,86.45,77.2
4,20,15,75.0,25.92,73.5,63.0,71.0,84.9,74.15,74.4
4,20,11,55.0,45.25,55.0,47.0,57.4,48.8,60.9,57.0
4,20,16,80.0,30.77,80.5,90.0,67.4,72.6,86.75,82.4
4,20,17,85.0,20.98,84.5,92.0,72.2,71.5,100.0,85.6
4,20,16,80.0,23.45,79.0,100.0,87.2,84.4,86.2,78.8
4,20,14,70.0,39.4,68.0,27.0,70.0,66.9,71.0,70.0
4,20,14,70.0,37.71,71.75,76.0,73.0,75.7,68.8,73.0
4,20,17,85.0,32.65,83.0,67.0,89.0,95.2,75.6,84.4
4,20,15,75.0,28.81,73.75,82.0,70.0,70.9,80.65,74.6
4,20,13,65.0,31.85,67.0,87.0,51.4,48.9,82.25,69.2
4,20,15,75.0,33.14,75.25,76.0,66.6,72.8,78.75,75.8
4,20,15,75.0,33.92,73.5,83.0,62.6,66.5,79.65,74.4
4,20,15,75.0,24.35,77.0,79.0,71.8,80.3,82.85,77.2
4,20,18,90.0,17.38,92.5,87.0,92.4,95.5,100.0,92.0
4,20,13,65.0,37.86,64.75,35.0,66.6,69.1,66.95,67.4
4,20,13,65.0,37.97,64.5,55.0,70.6,68.3,67.55,67.2
4,20,14,70.0,27.05,71.0,59.0,67.0,60.6,88.6,72.4
4,20,14,70.0,27.16,70.75,77.0,64.4,59.4,87.75,72.2
4,20,14,70.0,26.38,72.5,69.0,84.8,79.2,80.75,73.6
4,20,13,65.0,33.65,63.0,39.0,60.0,69.9,63.6,66.0
4,20,13,65.0,38.31,63.75,44.0,54.4,65.0,64.9,66.6
4,20,16,80.0,31.79,78.25,27.0,94.4,100.0,71.45,78.2
4,20,12,60.0,31.66,60.75,47.0,55.4,60.6,69.9,61.6
4,20,15,75.0,32.24,77.25,93.0,55.2,60.8,87.55,77.4
4,20,14,70.0,38.72,69.5,58.0,67.2,73.4,66.2,71.2
4,20,15,75.0,24.69,76.25,71.0,76.4,69.0,92.25,76.6
4,20,14,70.0,26.49,72.25,49.0,82.6,77.2,82.1,73.4
4,20,15,75.0,35.24,77.25,96.0,78.4,85.0,70.7,77.4
4,20,11,55.0,42.25,55.0,41.0,67.6,57.4,61.15,57.0
4,20,13,65.0,38.2,64.0,51.0,62.8,84.1,52.2,66.8
4,20,12,60.0,39.77,60.5,55.0,54.8,57.5,65.5,61.4
4,20,15,75.0,28.14,75.25,75.0,64.4,79.0,75.25,75.8
4,20,14,70.0,30.27,70.5,51.0,95.2,81.2,75.65,72.0
4,20,13,65.0,32.41,65.75,67.0,59.2,53.5,79.6,68.2
4,20,15,75.0,33.36,74.75,38.0,86.2,97.8,65.05,75.4
4,20,14,70.0,36.06,68.75,59.0,71.8,73.0,70.6,70.6
4,20,11,55.0,42.25,55.0,30.0,42.8,53.8,57.5,57.0
